,no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,loan_count,bookImageURL,bookDtlUrl
40,41,41,작별인사 :김영하 장편소설 ,지은이: 김영하,복복서가,2022,9791191114225,03810,,813.62,문학 > 한국문학 > 소설,1066,https://image.aladin.co.kr/product/29281/68/cover/k122837904_1.jpg,https://data4library.kr/bookV?seq=6446085
41,42,42,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,9791160946918,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,1049,https://image.aladin.co.kr/product/25509/75/cover/k132633125_1.jpg,https://data4library.kr/bookV?seq=5795911
42,43,43,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,9788970129815,04840,1,843.6,문학 > 영미문학 > 소설,1026,https://bookthumb-phinf.pstatic.net/cover/134/282/13428208.jpg?type=m1&udate=20180331,https://data4library.kr/bookV?seq=3723218
43,44,44,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ,팀 페리스 지음 ;정지현 옮김,Tornado(토네이도),2017,9791158510619,03190,,325.211,사회과학 > 경제학 > 경영관리,1021,http://image.aladin.co.kr/product/10590/57/cover/k162530537_1.jpg,https://data4library.kr/bookV?seq=3423727
44,45,45,해가 지는 곳으로 :최진영 장편소설 ,지은이: 최진영,민음사,2017,9788937473166,04810,,813.7,문학 > 한국문학 > 소설,982,http://image.aladin.co.kr/product/11281/18/cover/893747316x_1.jpg,https://data4library.kr/bookV?seq=3468676
45,46,46,"어느 날, 내 죽음에 네가 들어왔다 ",세이카 료겐 지음 ;김윤경 옮김,바이포엠 스튜디오,2022,9791191043723,03830,,833.6,문학 > 일본문학 > 소설,981,https://image.aladin.co.kr/product/29396/69/cover/k402837513_1.jpg,https://data4library.kr/bookV?seq=6455125
46,47,47,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,9788954655972,03810,,816.62,"문학 > 한국문학 > 일기, 서간, 기행",976,https://image.aladin.co.kr/product/18827/60/cover/8954655971_2.jpg,https://data4library.kr/bookV?seq=5390731
47,48,48,프로젝트 헤일메리 ,앤디 위어 지음 ;강동혁 옮김,RHK(알에이치코리아),2021,9788925588735,04840,,843.6,문학 > 영미문학 > 소설,961,https://image.aladin.co.kr/product/27045/43/cover/8925588730_1.jpg,https://data4library.kr/bookV?seq=5969086
48,49,49,럭키 드로우 =나만의 길을 찾을 때까지 인생의 레버를 당기는 법 /Lucky draw ,드로우앤드류 지음,다산북스,2022,9791130679822,03190,,325.211,사회과학 > 경제학 > 경영관리,960,https://image.aladin.co.kr/product/28738/4/cover/k052836785_1.jpg,https://data4library.kr/bookV?seq=6393384
49,50,50,바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,2017,9788954646079,03810,,813.7,문학 > 한국문학 > 소설,948,http://image.aladin.co.kr/product/15533/81/cover/k852533629_1.jpg,https://data4library.kr/bookV?seq=3451595
50,51,51,도파민네이션 :쾌락 과잉 시대에서 균형 찾기 ,애나 렘키 지음 ;김두완 옮김,흐름출판,2022,9788965965046,03180,,181.71,철학 > 심리학 > 각론,930,https://image.aladin.co.kr/product/29125/5/cover/8965965047_1.jpg,https://data4library.kr/bookV?seq=6428072
51,52,52,원씽 :복잡한 세상을 이기는 단순함의 힘 ,"게리 켈러,구세희 옮김",비즈니스북스,2013,9788997575169,13190,,325.04,사회과학 > 경제학 > 경영관리,928,https://bookthumb-phinf.pstatic.net/cover/072/793/07279338.jpg?type=m1&udate=20171117,https://data4library.kr/bookV?seq=1967433
52,53,53,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ,지은이: 김승호,Snowfox(스노우폭스북스),2020,9791188331796,03320,,327.04,사회과학 > 경제학 > 금융,919,https://image.aladin.co.kr/product/24191/64/cover/k562639753_1.jpg,https://data4library.kr/bookV?seq=5678862
53,54,54,소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간 ,에릭 와이너 지음 ;김하현 옮김,어크로스(어크로스출판그룹),2021,9791190030922,03100,,102,철학 > 철학 > 잡저,906,https://image.aladin.co.kr/product/27025/39/cover/k822730528_1.jpg,https://data4library.kr/bookV?seq=5967644
54,55,55,이토록 평범한 미래 :김연수 소설 ,지은이: 김연수,문학동네,2022,9788954680004,03810,,813.62,문학 > 한국문학 > 소설,903,https://image.aladin.co.kr/product/30211/80/cover/8954680003_1.jpg,https://data4library.kr/bookV?seq=6567245
55,56,56,미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ,"기시미 이치로,전경아 옮김",인플루엔셜,2014,9788996991342,13180,,189.2,철학 > 심리학 > 응용심리학 일반,895,https://bookthumb-phinf.pstatic.net/cover/083/399/08339910.jpg?type=m1&udate=20180616,https://data4library.kr/bookV?seq=2396926
56,57,57,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2018,9791162203392,03810,,813.7,문학 > 한국문학 > 소설,876,http://image.aladin.co.kr/product/13925/89/cover/k732532525_1.jpg,https://data4library.kr/bookV?seq=3732414
57,58,58,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,9788990982575,03830,,833.6,문학 > 일본문학 > 소설,867,http://image.aladin.co.kr/product/4745/51/cover/899098257x_2.jpg,https://data4library.kr/bookV?seq=2427470
58,59,59,목소리를 드릴게요 :정세랑 소설집 ,지은이: 정세랑,아작,2020,9791165300005,03810,,813.7,문학 > 한국문학 > 소설,861,https://image.aladin.co.kr/product/22246/11/cover/k842636722_1.jpg,https://data4library.kr/bookV?seq=5549987
59,60,59,지적 대화를 위한 넓고 얕은 지식 1 - 현실 편 : 역사 / 경제 / 정치 / 사회 / 윤리,채사장 (지은이),웨일북,2020,9791190313186,,1,001.3,"총류 > 총류 > 지식, 학문 일반",861,https://image.aladin.co.kr/product/22872/79/cover/k992636841_2.jpg,https://data4library.kr/bookV?seq=5584764
60,61,61,천문학자는 별을 보지 않는다 ,심채경 지음,문학동네,2021,9788954677257,03810,,440.4,자연과학 > 천문학 > 천문학,850,https://image.aladin.co.kr/product/26429/15/cover/8954677258_1.jpg,https://data4library.kr/bookV?seq=5926266
61,62,62,선량한 차별주의자 ,김지혜 지음,창비,2019,9788936477196,03300,,334,"사회과학 > 사회학, 사회문제 > 사회문제",844,https://image.aladin.co.kr/product/19874/76/cover/8936477196_1.jpg,https://data4library.kr/bookV?seq=5448422
62,63,63,가녀장의 시대 :이슬아 장편소설 ,지은이: 이슬아,문학동네,2022,9788954688796,03810,,813.7,문학 > 한국문학 > 소설,839,https://image.aladin.co.kr/product/30261/10/cover/8954688799_1.jpg,https://data4library.kr/bookV?seq=6570833
63,64,64,돌이킬 수 있는 =문목하 장편소설 /Eversible ,지은이: 문목하,아작,2018,9791189015381,03810,,813.7,문학 > 한국문학 > 소설,835,https://image.aladin.co.kr/product/17531/63/cover/k062534304_1.jpg,https://data4library.kr/bookV?seq=5253241
64,65,65,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,9788954622035,03810,,813.62,문학 > 한국문학 > 소설,830,https://bookthumb-phinf.pstatic.net/cover/072/622/07262295.jpg?type=m1&udate=20180314,https://data4library.kr/bookV?seq=1962014
65,66,66,스노볼 드라이브 :조예은 장편소설 ,지은이: 조예은,민음사,2021,9788937473319,04810,,813.7,문학 > 한국문학 > 소설,825,https://bookthumb-phinf.pstatic.net/cover/180/045/18004516.jpg?type=m1&udate=20210218,https://data4library.kr/bookV?seq=5882740
66,67,67,부자 아빠 가난한 아빠 :20주년 특별 기념판 ,지은이: 로버트 기요사키 ;옮긴이: 안진환,민음인,2018,9791158883591,03320,,327.04,사회과학 > 경제학 > 금융,820,http://image.aladin.co.kr/product/13492/56/cover/k162532501_1.jpg,https://data4library.kr/bookV?seq=3701374
67,68,68,작별하지 않는다 :한강 장편소설 ,지은이: 한강,문학동네,2021,9788954682152,03810,,813.62,문학 > 한국문학 > 소설,819,https://image.aladin.co.kr/product/27877/5/cover/8954682154_1.jpg,https://data4library.kr/bookV?seq=6086446
68,69,69,행성어 서점 :김초엽 짧은 소설 ,지은이: 김초엽 ;그린이: 최인호,마음산책,2021,9788960907003,03810,,813.7,문학 > 한국문학 > 소설,818,https://image.aladin.co.kr/product/28219/93/cover/8960907006_1.jpg,https://data4library.kr/bookV?seq=6326208
69,70,70,용의자 X의 헌신 ,히가시노 게이고 지음 ;양억관 옮김,재인,2017,9788990982704,03830,,833.6,문학 > 일본문학 > 소설,810,https://bookthumb-phinf.pstatic.net/cover/124/818/12481857.jpg?type=m1&udate=20170914,https://data4library.kr/bookV?seq=3541024
70,71,71,팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ,"지은이: 한스 로슬링,옮긴이: 이창신",김영사,2019,9788934985068,03300,,331.1,"사회과학 > 사회학, 사회문제 > 사회학",800,https://image.aladin.co.kr/product/18456/45/cover/8934985062_1.jpg,https://data4library.kr/bookV?seq=5371595
71,72,72,철학은 어떻게 삶의 무기가 되는가 :불확실한 삶을 돌파하는 50가지 생각 도구 ,야마구치 슈 지음 ;김윤경 옮김,다산북스,2019,9791130620459,03100,,100,철학 > 철학 > 철학,792,https://image.aladin.co.kr/product/17942/89/cover/k862534136_1.jpg,https://data4library.kr/bookV?seq=5357487
72,73,73,언스크립티드 :부의 추월차선 완결판 ,엠제이 드마코 지음 ;안시열 옮김,토트,2018,9791187444213,13320,,325.211,사회과학 > 경제학 > 경영관리,786,http://image.aladin.co.kr/product/12926/54/cover/k702532384_1.jpg,https://data4library.kr/bookV?seq=3690012
73,74,74,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,9788956604992,03810,,813.7,문학 > 한국문학 > 소설,779,http://image.aladin.co.kr/product/14712/55/cover/k202532053_1.jpg,https://data4library.kr/bookV?seq=1153285
74,75,75,노랜드 :천선란 소설집 ,지은이: 천선란,한겨레엔,2022,9791160404944,03810,,813.7,문학 > 한국문학 > 소설,778,https://image.aladin.co.kr/product/29647/97/cover/k862838785_1.jpg,https://data4library.kr/bookV?seq=6482649
75,76,76,돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ,저자: 야쿠마루 가쿠 ;옮긴이: 김성미,Book plaza(북플라자),2017,9788998274795,03830,,833.6,문학 > 일본문학 > 소설,775,http://image.aladin.co.kr/product/10174/56/cover/s572533950_1.jpg,https://data4library.kr/bookV?seq=3411733
76,77,77,여름의 빌라 :백수린 소설 ,지은이: 백수린,문학동네,2020,9788954673105,03810,,813.7,문학 > 한국문학 > 소설,771,https://image.aladin.co.kr/product/24489/98/cover/8954673104_1.jpg,https://data4library.kr/bookV?seq=5703910
77,78,78,튜브 :손원평 장편소설 ,지은이: 손원평,창비,2022,9788936434625,03810,,813.7,문학 > 한국문학 > 소설,768,https://image.aladin.co.kr/product/29807/65/cover/8936434624_1.jpg,https://data4library.kr/bookV?seq=6519670
78,79,79,하얼빈 :김훈 장편소설 ,지은이: 김훈,문학동네,2022,9788954699914,03810,,813.62,문학 > 한국문학 > 소설,760,https://image.aladin.co.kr/product/29857/0/cover/895469991x_1.jpg,https://data4library.kr/bookV?seq=6529620
79,80,80,랑과 나의 사막 :천선란 소설 ,지은이: 천선란,H(현대문학),2022,9791167901354,04810,,813.7,문학 > 한국문학 > 소설,754,https://image.aladin.co.kr/product/30395/18/cover/k572830160_1.jpg,https://data4library.kr/bookV?seq=6580839
80,81,81,우울할 땐 뇌과학 ,앨릭스 코브 지음 ;정지인 옮김,푸른숲,2018,9791156757344,03180,,513.8525,기술과학 > 의학 > 내과학,742,http://image.aladin.co.kr/product/13494/71/cover/k052532504_2.jpg,https://data4library.kr/bookV?seq=3701387
81,82,82,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,9788970129822,04840,2,843.6,문학 > 영미문학 > 소설,739,https://bookthumb-phinf.pstatic.net/cover/134/282/13428213.jpg?type=m1&udate=20180331,https://data4library.kr/bookV?seq=3723461
82,83,83,인간 실격,다자이 오사무 지음;김춘미 옮김,민음사,2004,9788937461033,04830,103,833.6,문학 > 일본문학 > 소설,738,https://bookthumb-phinf.pstatic.net/cover/001/510/00151055.jpg?type=m1&udate=20130129,https://data4library.kr/bookV?seq=2376187
83,84,84,유령의 마음으로 :임선우 소설집 ,지은이: 임선우,민음사,2022,9788937442698,03810,,813.7,문학 > 한국문학 > 소설,733,https://image.aladin.co.kr/product/29154/60/cover/8937442698_1.jpg,https://data4library.kr/bookV?seq=6431218
84,85,84,어떤 물질의 사랑 :천선란 소설집 ,지은이: 천선란,아작,2020,9791165508340,03810,,813.7,문학 > 한국문학 > 소설,733,https://image.aladin.co.kr/product/24605/89/cover/k532631174_1.jpg,https://data4library.kr/bookV?seq=5708343
85,86,86,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,9788986836240,03840,,843,문학 > 영미문학 > 소설,728,https://bookthumb-phinf.pstatic.net/cover/030/257/03025716.jpg?type=m1&udate=20180227,https://data4library.kr/bookV?seq=2130072
86,87,87,대도시의 사랑법 :박상영 연작소설 ,지은이: 박상영,창비,2019,9788936437978,03810,,813.7,문학 > 한국문학 > 소설,727,https://image.aladin.co.kr/product/19543/91/cover/8936437976_1.jpg,https://data4library.kr/bookV?seq=5435897
87,88,88,데미안 ,지은이: 헤르만 헤세 ;옮긴이: 전영애,민음사,2000,9788937460449,04850,44,853,문학 > 독일문학 > 소설,719,https://bookthumb-phinf.pstatic.net/cover/000/051/00005186.jpg?type=m1&udate=20160509,https://data4library.kr/bookV?seq=2374415
88,89,89,저주토끼 (리커버),정보라 (지은이),아작,2022,9791166686665,,,, >  > ,717,https://image.aladin.co.kr/product/29084/68/cover/k122836656_1.jpg,https://data4library.kr/bookV?seq=6424905
89,90,90,애쓰지 않아도 :최은영 짧은 소설 ,지은이: 최은영 ;그린이: 김세희,마음산책,2022,9788960907348,03810,,813.7,문학 > 한국문학 > 소설,712,https://image.aladin.co.kr/product/29377/31/cover/8960907340_1.jpg,https://data4library.kr/bookV?seq=6453102
90,91,91,"오늘 밤, 세계에서 이 눈물이 사라진다 해도 ",이치조 미사키 지음 ;김윤경 옮김,바이포엠 스튜디오,2022,9791191043976,03830,,833.6,문학 > 일본문학 > 소설,708,https://bookthumb-phinf.pstatic.net/cover/225/848/22584874.jpg?type=m1&udate=20220714,https://data4library.kr/bookV?seq=6520904
91,92,92,지적 대화를 위한 넓고 얕은 지식 0 :지혜를 찾아 138억 년을 달리는 시간 여행서 ,채사장 지음,Whale Books(웨일북),2019,9791190313131,03100,,001.3,"총류 > 총류 > 지식, 학문 일반",707,https://image.aladin.co.kr/product/21984/15/cover/k622636607_2.jpg,https://data4library.kr/bookV?seq=5534696
92,93,93,아라의 소설 :정세랑 미니픽션 ,지은이: 정세랑,안온(안온북스),2022,9791197873065,03810,,813.7,문학 > 한국문학 > 소설,704,https://image.aladin.co.kr/product/29980/87/cover/k172838246_1.jpg,https://data4library.kr/bookV?seq=6543167
93,94,94,기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업 ,레몬심리 지음 ;박영란 옮김,웅진씽크빅,2020,9788901243658,03180,,181.71,철학 > 심리학 > 각론,678,https://image.aladin.co.kr/product/24368/89/cover/8901243652_1.jpg,https://data4library.kr/bookV?seq=5698929
94,95,95,"자존감 수업 :하루에 하나, 나를 사랑하게 되는 자존감 회복 훈련 ",윤홍균 지음,심플라이프,2016,9791186757093,03190,,182.1,철학 > 심리학 > 차이심리학,677,http://image.aladin.co.kr/product/8679/31/cover/k372535696_1.jpg,https://data4library.kr/bookV?seq=3320490
95,96,144,트렌드 코리아 2023 :더 높은 도약을 준비하는 검은 토끼의 해 ,"지은이: 김난도,추예린",미래의창,2022,9788959897094,13320,,320.911,사회과학 > 경제학 > 경제학,561,https://image.aladin.co.kr/product/30169/22/cover/8959897094_2.jpg,https://data4library.kr/bookV?seq=6562784
96,97,97,이어령의 마지막 수업 ,김지수 지음,열림원,2021,9791170400523,03100,,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",671,https://image.aladin.co.kr/product/28212/10/cover/k762835176_2.jpg,https://data4library.kr/bookV?seq=6326227
97,98,98,당신은 결국 무엇이든 해내는 사람 :김상현 에세이 ,지은이: 김상현,필름(필름출판사),2022,9791188469994,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,663,https://image.aladin.co.kr/product/29234/19/cover/k572837292_1.jpg,https://data4library.kr/bookV?seq=6441556
98,99,99,달까지 가자 :장류진 장편소설 ,지은이: 장류진,창비,2021,9788936434496,03810,,813.7,문학 > 한국문학 > 소설,657,https://image.aladin.co.kr/product/25967/86/cover/k122737220_1.jpg,https://data4library.kr/bookV?seq=5957041
99,100,100,"총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ",재레드 다이아몬드 지음 ;김진준 옮김,문학사상,2012,9788970127248,03900,,389,"사회과학 > 풍속, 민속학 > 민족학",655,http://image.aladin.co.kr/product/61/50/cover/8970127240_2.jpg,https://data4library.kr/bookV?seq=954778
100,101,101,코스모스 :특별판 ,칼 세이건 지음 ;홍승수 옮김,사이언스북스,2006,9788983711892,03400,,443.1,자연과학 > 천문학 > 기술천문학,654,http://image.aladin.co.kr/product/87/9/cover/8983711892_2.jpg,https://data4library.kr/bookV?seq=2083728
101,102,102,나인 :천선란 장편소설 ,지은이: 천선란,창비,2021,9788936438609,03810,,813.7,문학 > 한국문학 > 소설,653,https://image.aladin.co.kr/product/28218/87/cover/8936438603_1.jpg,https://data4library.kr/bookV?seq=6326210
102,103,102,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,2013,9788994702346,13320,,327.04,사회과학 > 경제학 > 금융,653,https://bookthumb-phinf.pstatic.net/cover/072/907/07290748.jpg?type=m1&udate=20130828,https://data4library.kr/bookV?seq=1967528
103,104,104,정의란 무엇인가 ,지은이: 마이클 샌델 ;옮긴이: 김명철,미래엔,2014,9788937834790,03300,,193,"철학 > 윤리학, 도덕철학 > 국가 및 정치윤리",647,http://image.aladin.co.kr/product/10826/23/cover/k742530554_1.jpg,https://data4library.kr/bookV?seq=2763903
104,105,104,기분을 관리하면 인생이 관리된다 :김다슬 에세이 ,지은이: 김다슬,클라우디아,2022,9791196617127,13810,,818,문학 > 한국문학 > 르포르타주 및 기타,647,https://image.aladin.co.kr/product/29206/93/cover/k922837381_1.jpg,https://data4library.kr/bookV?seq=6438962
105,106,106,날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ,지은이: 이도우,시공사,2018,9788952791160,04810,,813.7,문학 > 한국문학 > 소설,636,https://image.aladin.co.kr/product/15411/84/cover/8952791169_1.jpg,https://data4library.kr/bookV?seq=3793737
106,107,107,레버리지 :자본주의 속에 숨겨진 부의 비밀 ,롭 무어 지음 ;김유미 옮김,다산북스,2017,9791130612249,13320,,327.04,사회과학 > 경제학 > 금융,635,http://image.aladin.co.kr/product/15652/85/cover/k212533034_1.jpg,https://data4library.kr/bookV?seq=3437844
107,108,108,친밀한 이방인 :정한아 장편소설 ,지은이: 정한아,문학동네,2017,9788954648523,03810,,813.7,문학 > 한국문학 > 소설,630,https://image.aladin.co.kr/product/11945/32/cover/8954648525_1.jpg,https://data4library.kr/bookV?seq=3630749
108,109,109,지구인만큼 지구를 사랑할 순 없어 :정세랑 에세이 ,지은이: 정세랑,위즈덤하우스,2021,9791191583793,03810,,816.7,"문학 > 한국문학 > 일기, 서간, 기행",628,https://image.aladin.co.kr/product/27318/46/cover/k272732228_2.jpg,https://data4library.kr/bookV?seq=6001331
109,110,110,우리는 여전히 삶을 사랑하는가 ,지은이: 에리히 프롬 ;옮긴이: 장혜경,김영사,2022,9788934949671,03180,,181.71,철학 > 심리학 > 각론,627,https://image.aladin.co.kr/product/28784/70/cover/8934949678_1.jpg,https://data4library.kr/bookV?seq=6398890
110,111,111,므레모사 :김초엽 소설 ,지은이: 김초엽,H(현대문학),2021,9791167900821,04810,,813.7,문학 > 한국문학 > 소설,626,https://image.aladin.co.kr/product/28554/97/cover/k162835148_1.jpg,https://data4library.kr/bookV?seq=6368074
111,112,116,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2014,9788994120966,13100,1,001.3,"총류 > 총류 > 지식, 학문 일반",616,https://bookthumb-phinf.pstatic.net/cover/084/030/08403038.jpg?type=m1&udate=20171223,https://data4library.kr/bookV?seq=2396928
112,113,113,역사의 쓸모 :자유롭고 떳떳한 삶을 위한 22가지 통찰 ,최태성 지음,다산북스,2019,9791130621968,03900,,904,"역사 > 역사 > 강연집, 사평",623,https://image.aladin.co.kr/product/19433/93/cover/k152635416_1.jpg,https://data4library.kr/bookV?seq=5428401
113,114,114,언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ,지은이: 이기주,말글터,2016,9791195522125,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,619,http://image.aladin.co.kr/product/14842/6/cover/k742532452_1.jpg,https://data4library.kr/bookV?seq=3278940
114,115,115,가재가 노래하는 곳 :델리아 오언스 장편소설 ,지은이: 델리아 오언스 ;옮긴이: 김선형,살림출판사,2019,9788952240569,03840,,843.6,문학 > 영미문학 > 소설,618,https://image.aladin.co.kr/product/19469/77/cover/8952240561_2.jpg,https://data4library.kr/bookV?seq=5429697
115,116,116,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,2012,9788932023151,03810,,813.7,문학 > 한국문학 > 소설,616,http://image.aladin.co.kr/product/1801/21/cover/8932023158_1.jpg,https://data4library.kr/bookV?seq=1855307
116,117,116,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2014,9788994120966,13100,1,001.3,"총류 > 총류 > 지식, 학문 일반",616,https://bookthumb-phinf.pstatic.net/cover/084/030/08403038.jpg?type=m1&udate=20171223,https://data4library.kr/bookV?seq=2396928
117,118,118,프레임 :나를 바꾸는 심리학의 지혜 ,최인철 지음,21세기북스(북이십일 21세기북스),2016,9788950966447,03320,,189,철학 > 심리학 > 응용심리학 일반,615,https://bookthumb-phinf.pstatic.net/cover/110/066/11006642.jpg?type=m1&udate=20180728,https://data4library.kr/bookV?seq=3347321
118,119,119,파과 :구병모 장편소설 ,지은이: 구병모,자음과모음,2013,9788957077740,03810,,813.7,문학 > 한국문학 > 소설,612,https://bookthumb-phinf.pstatic.net/cover/072/689/07268920.jpg?type=m1&udate=20150801,https://data4library.kr/bookV?seq=1962669
119,120,120,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,9788994120997,13100,2,001.3,"총류 > 총류 > 지식, 학문 일반",608,https://bookthumb-phinf.pstatic.net/cover/086/571/08657103.jpg?type=m1&udate=20171111,https://data4library.kr/bookV?seq=2396939
120,121,121,데일 카네기 인간관계론 ,데일 카네기 지음 ;임상훈 옮김,현대지성,2019,9791187142560,03320,,331.18,"사회과학 > 사회학, 사회문제 > 사회학",607,https://image.aladin.co.kr/product/20945/79/cover/k032636279_1.jpg,https://data4library.kr/bookV?seq=5484946
121,122,122,옥상에서 만나요 :정세랑 소설집 ,지은이: 정세랑,창비,2018,9788936437534,03810,,813.7,문학 > 한국문학 > 소설,604,https://image.aladin.co.kr/product/16234/13/cover/8936437534_1.jpg,https://data4library.kr/bookV?seq=5232202
122,123,123,참을 수 없는 존재의 가벼움 ,지은이: 밀란 쿤데라 ;옮긴이: 이재룡,민음사,2018,9788937437564,03860,,892.96,문학 > 기타 제문학 > 인도-유럽계문학,603,http://image.aladin.co.kr/product/15251/16/cover/8937437562_1.jpg,https://data4library.kr/bookV?seq=3788932
123,124,124,내가 되는 꿈 :최진영 장편소설 ,지은이: 최진영,H(현대문학),2021,9791190885621,04810,,813.7,문학 > 한국문학 > 소설,598,https://image.aladin.co.kr/product/26021/21/cover/k892738836_1.jpg,https://data4library.kr/bookV?seq=5928142
124,125,125,내가 알고 있는 걸 당신도 알게 된다면 :전세계가 주목한 코넬대학교의 인류 유산 프로젝트 ,칼 필레머 지음 ;박여진 옮김,토네이도미디어그룹,2012,9788994013503,03320,,331.23,"사회과학 > 사회학, 사회문제 > 사회학",596,http://image.aladin.co.kr/product/1672/10/cover/8994013504_2.jpg,https://data4library.kr/bookV?seq=1841666
125,126,125,봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),2017,9788998274931,03840,,843.6,문학 > 영미문학 > 소설,596,https://image.aladin.co.kr/product/11997/87/cover/8998274930_1.jpg,https://data4library.kr/bookV?seq=3649594
126,127,127,떨림과 울림 :물리학자 김상욱이 바라본 우주와 세계 그리고 우리 ,김상욱 지음,동아시아,2018,9788962622508,03400,,420.04,자연과학 > 물리학 > 물리학,595,https://image.aladin.co.kr/product/17299/89/cover/8962622505_1.jpg,https://data4library.kr/bookV?seq=5231590
127,128,127,"여기는 커스터드, 특별한 도시락을 팝니다 ",가토 겐 지음 ;양지윤 옮김,필름(필름 출판사),2022,9791192403076,03830,,833.6,문학 > 일본문학 > 소설,595,https://image.aladin.co.kr/product/29782/66/cover/k452838501_1.jpg,https://data4library.kr/bookV?seq=6513281
128,129,129,H마트에서 울다 ,미셸 자우너 지음 ;정혜윤 옮김,문학동네,2022,9788954683371,03840,,848,문학 > 영미문학 > 르포르타주 및 기타,594,https://image.aladin.co.kr/product/28962/10/cover/8954683371_1.jpg,https://data4library.kr/bookV?seq=6412735
129,130,130,신경 끄기의 기술 :인생에서 가장 중요한것만 남기는 힘 ,마크 맨슨 지음 ;한재호 옮김,웅진씽크빅,2017,9788901219943,03190,,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",593,https://image.aladin.co.kr/product/12005/79/cover/8901219948_1.jpg,https://data4library.kr/bookV?seq=3649711
130,131,131,마법소녀 은퇴합니다 :박서련 소설 ,지은이: 박서련,창비,2022,9788936438739,03810,,813.7,문학 > 한국문학 > 소설,592,https://image.aladin.co.kr/product/29250/64/cover/8936438735_1.jpg,https://data4library.kr/bookV?seq=6442398
131,132,132,테라피스트 :B.A. 패리스 장편소설 ,지은이: B.A. 패리스 ;옮긴이: 박설영,바이포엠,2021,9791191043518,03840,,843.6,문학 > 영미문학 > 소설,591,https://image.aladin.co.kr/product/28446/67/cover/k512835515_1.jpg,https://data4library.kr/bookV?seq=6357174
132,133,133,여덟 단어 :인생을 대하는 우리의 자세 ,박웅현 지음,북하우스 퍼블리셔스,2013,9788956056531,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,589,https://bookthumb-phinf.pstatic.net/cover/072/024/07202413.jpg?type=m1&udate=20140911,https://data4library.kr/bookV?seq=1940355
133,134,133,인생의 역사 :신형철 시화 ,지은이: 신형철,난다,2022,9791191859379,03810,,809.1,"문학 > 문학 > 문학사, 평론",589,https://image.aladin.co.kr/product/30328/61/cover/k362839230_1.jpg,https://data4library.kr/bookV?seq=6575295
134,135,135,책들의 부엌 :김지혜 장편소설 ,지은이: 김지혜,팩토리나인,2022,9791165345204,03810,,813.7,문학 > 한국문학 > 소설,585,https://image.aladin.co.kr/product/29403/8/cover/k162837610_1.jpg,https://data4library.kr/bookV?seq=6455241
135,136,136,젊은 ADHD의 슬픔 :정지음 에세이 ,지은이: 정지음,민음사,2021,9788937472114,03810,,513.854904,기술과학 > 의학 > 내과학,584,https://image.aladin.co.kr/product/27432/73/cover/8937472112_1.jpg,https://data4library.kr/bookV?seq=6039548
136,137,136,1차원이 되고 싶어 :박상영 장편소설 ,지은이: 박상영,문학동네,2021,9788954682749,03810,,813.7,문학 > 한국문학 > 소설,584,https://image.aladin.co.kr/product/28031/82/cover/895468274x_1.jpg,https://data4library.kr/bookV?seq=6309156
